deliverableId,industryCategory,status,score,artifacts,paymentId,error,elapsedSec,checkedAt
setup-quick,marketing,PASS,,2,524c6e01-2c5a-4107-83ba-5eed28e1cad1,"",5,2026-09-22T07:58:37.9770698+02:00
setup-full,marketing,PASS,,4,ec809f70-faf5-4d42-be0d-5489320b8075,"",5,2026-09-22T07:58:52.9626876+02:00
setup-custom,marketing,PASS,,3,39802fef-280f-4537-8a99-b5b46e82cb14,"",5,2026-09-22T07:59:07.5662804+02:00
audit,marketing,PASS,,2,7eecfcf1-28ea-431a-aa25-8aee392b3374,"",5,2026-09-22T07:59:22.2593876+02:00
integration,marketing,PASS,,3,c9e23283-a6fa-424d-a92e-7148b1fb6611,"",5,2026-09-22T07:59:37.0475643+02:00
workflow-design,marketing,PASS,,2,3ae28c94-7663-4fcd-89c5-94df68640a0a,"",5,2026-09-22T07:59:52.0646596+02:00
support-priority,marketing,PASS,,2,a4ba8b76-729e-454f-a42e-4f2c7c81c56b,"",6,2026-09-22T08:00:08.3848839+02:00
support-dedicated,marketing,PASS,,2,7f996901-a8de-4452-bced-06d54da4f8a4,"",5,2026-09-22T08:00:22.9720030+02:00
landing,marketing,PASS,,0,cc84adc6-a8d0-4047-983d-13b2f9c7ab51,"",5,2026-09-22T08:00:38.1342958+02:00
website-business,marketing,PASS,,0,73a0709c-784d-4481-885d-5bf067c3dd3a,"",545,2026-09-22T08:09:53.4869453+02:00
website-ecommerce,marketing,PASS,,0,9ead365d-550a-498b-867e-d6b279c18b23,"",6,2026-09-22T08:10:09.4187724+02:00
white-label-setup,marketing,PASS,,2,4c2657c6-3232-4514-bea1-820a5828054b,"",5,2026-09-22T08:10:23.9922859+02:00
sales-enablement,marketing,PASS,,2,208ba354-d37b-4bc7-a82c-114202a0545b,"",5,2026-09-22T08:10:38.5902992+02:00
vertical-package,marketing,PASS,,2,d8b37d50-14f1-469a-8fef-b0125be10d58,"",5,2026-09-22T08:10:53.2441480+02:00
lead-gen-retainer,marketing,PASS,,3,bfbfbe42-a887-4654-b75b-cb3d8cc79a66,"",9,2026-09-22T08:11:11.9962332+02:00
ai-support-retainer,marketing,PASS,,3,271d27b0-9d2c-4825-803e-17adbab05c57,"",5,2026-09-22T08:11:26.5705536+02:00
custom-software,marketing,PASS,,2,34631a06-11b9-4a41-a313-4a98b8d374a7,"",5,2026-09-22T08:11:41.1775118+02:00
bundle-portal-presence,marketing,PASS,,2,7cd38522-81fb-4be2-a036-5ce661d9514a,"",5,2026-09-22T08:11:55.8614655+02:00
bundle-sales-launch,marketing,PASS,,2,81ab2760-d44f-4494-8e59-37fef9a3bf27,"",5,2026-09-22T08:12:10.5634633+02:00
bundle-ops-clarity,marketing,PASS,,4,05a335ee-6507-45bd-843b-0610f2b4a579,"",545,2026-09-22T08:21:25.7969023+02:00
