deliverableId,industryCategory,status,score,artifacts,paymentId,error,elapsedSec,checkedAt
lead-gen-retainer,photography,PASS,,3,c0da151a-ad10-4557-8b96-643e60a2748d,"",5,2026-08-04T17:34:25.8660639+02:00
vertical-package,photography,PASS,,2,15b080b9-656a-4ff9-afae-510a25e3ad4a,"",5,2026-08-04T17:34:09.1597079+02:00
workflow-design,photography,PASS,,2,6d9fc8d0-8241-417d-9ac4-960de72883b1,"",5,2026-08-04T17:31:55.4306121+02:00
website-ecommerce,photography,PASS,,0,9359d759-c0c9-45e2-b3c4-db3fbe9ebc24,"",5,2026-08-04T17:33:18.5997199+02:00
custom-software,photography,PASS,,2,b59427b4-8732-4be8-9235-2627e26bb9e4,"",5,2026-08-04T17:34:59.1130864+02:00
audit,photography,PASS,,2,33b6fc82-5665-4eea-a487-bd23056c9506,"",5,2026-08-04T17:31:22.0299095+02:00
setup-full,photography,PASS,,4,78bd0c5a-c6e2-4b6d-8c01-141f1feaaaae,"",5,2026-08-04T17:30:48.5584457+02:00
sales-enablement,photography,PASS,,2,c4dfcc62-d00b-4bfa-8ef8-c66aac72cef1,"",5,2026-08-04T17:33:52.5691889+02:00
setup-custom,photography,PASS,,3,930b6f76-dade-4041-be92-d0e2a4708ed9,"",5,2026-08-04T17:31:05.4301328+02:00
integration,photography,PASS,,3,ea5e7a47-cddb-4cd1-a544-c928d98507e5,"",5,2026-08-04T17:31:38.6162077+02:00
landing,photography,PASS,,0,ac1174b6-c723-4e42-a568-550a4b0071a3,"",5,2026-08-04T17:32:45.3262267+02:00
ai-support-retainer,photography,PASS,,3,c58ee3a7-a9e5-4aa4-bda2-4258d0b5359c,"",5,2026-08-04T17:34:42.4946068+02:00
setup-quick,photography,PASS,,2,b799f2bd-724a-4883-9ca0-61eeb729228c,"",457,2026-08-04T17:10:19.5499842+02:00
support-priority,photography,PASS,,2,ac393f39-c189-4a5c-b0ea-f00824baf94e,"",5,2026-08-04T17:32:12.0298787+02:00
support-dedicated,photography,PASS,,2,3579d491-803f-442e-ba46-ec573dab0242,"",5,2026-08-04T17:32:28.7222569+02:00
website-business,photography,PASS,,0,409cce1f-6057-434c-8b95-0e90a2d81dee,"",5,2026-08-04T17:33:01.8635502+02:00
white-label-setup,photography,PASS,,2,cc0eaf35-1ddd-43e5-9276-fcccde5a9382,"",5,2026-08-04T17:33:35.3502259+02:00
setup-quick,legal,PASS,,2,f0f23d29-04ee-4ad3-9f3e-9e7a9af2d4a7,"",232,2026-08-04T18:13:05.6809576+02:00
setup-full,legal,PASS,,4,e8917f8c-9dad-4d91-ade2-32b05fb458e8,"",6,2026-08-04T18:15:02.5141619+02:00
setup-custom,legal,PASS,,3,b87c3e12-76c8-48f0-8124-862cb5d5314e,"",5,2026-08-04T18:16:57.3121528+02:00
audit,legal,PASS,,2,711751fb-d49c-4800-80b5-05fc8a42c8f9,"",19,2026-08-04T18:19:07.1659960+02:00
integration,legal,PASS,,3,4b76fdf3-9b00-4290-9717-f0df40cb1bbf,"",35,2026-08-04T18:21:32.4454297+02:00
workflow-design,legal,PASS,,2,5e2e171d-e677-4670-83be-1ce3a6d204cd,"",5,2026-08-04T18:23:27.3145470+02:00
support-priority,legal,PASS,,2,f805c52f-a6e7-42a6-bb63-e3d57eed5384,"",5,2026-08-04T18:25:22.2498402+02:00
support-dedicated,legal,PASS,,2,7ebfa107-d808-4a54-b5a2-ee6150643a8a,"",5,2026-08-04T18:27:17.0863295+02:00
landing,legal,PASS,,0,ead5997f-3196-450d-9c9c-b77647bf0dd6,"",5,2026-08-04T18:29:11.8224725+02:00
website-business,legal,PASS,,0,e1580316-da30-4e0f-a1c2-44504d1f4f71,"",5,2026-08-04T18:31:06.5671701+02:00
website-ecommerce,legal,PASS,,0,cbcffb01-0c8b-4b29-9dd5-22320b98a223,"",5,2026-08-04T18:33:01.2465451+02:00
white-label-setup,legal,PASS,,2,7848bdb2-0de6-4768-b475-6cc22f838b6c,"",5,2026-08-04T18:34:56.2523829+02:00
sales-enablement,legal,PASS,,2,13f9139d-aa7f-4a4b-b0fa-9110dc52359e,"",6,2026-08-04T18:36:52.3626918+02:00
vertical-package,legal,PASS,,2,b6040368-ae00-44ab-a2d0-0edcfb246892,"",5,2026-08-04T18:38:47.6015235+02:00
lead-gen-retainer,legal,PASS,,3,3b737c58-1ce4-4a76-8104-959bbace9b24,"",6,2026-08-04T18:40:43.1686655+02:00
ai-support-retainer,legal,PASS,,3,d4cd05b5-4cf1-4f67-b4a1-b1df654fbb65,"",5,2026-08-04T18:42:38.2276091+02:00
