deliverableId,industryCategory,status,score,artifacts,paymentId,error,elapsedSec,checkedAt
lead-gen-retainer,sales,PASS,,3,1fb7db08-d7f8-4758-8a57-d256e9b2df5a,"",5,2026-08-04T17:47:54.9138058+02:00
landing,sales,PASS,,0,f57319d0-f7ec-46c3-b5a1-5ea805e299b1,"",5,2026-08-04T17:46:13.8112505+02:00
setup-custom,sales,PASS,,3,c38daf7a-7385-4dd1-bb13-c30b52ac4157,"",5,2026-08-04T17:44:36.3597542+02:00
workflow-design,sales,PASS,,2,11a868e0-9076-4eeb-9d66-99619d7420ea,"",5,2026-08-04T17:26:45.0804658+02:00
website-business,sales,PASS,,0,15d0e9e3-2f21-4c86-8e6b-28644dac0c92,"",5,2026-08-04T17:46:30.7303061+02:00
support-priority,sales,PASS,,2,8d0a3403-ad49-4661-ad42-c53f91755fe7,"",5,2026-08-04T17:45:40.3345656+02:00
integration,sales,PASS,,3,cf528f3a-83d8-4001-8a55-68f6bfc3a78b,"",6,2026-08-04T17:45:10.7810379+02:00
sales-enablement,sales,PASS,,2,d37c52e1-dee3-429d-b702-85ee11affe4d,"",5,2026-08-04T17:47:21.6252525+02:00
website-ecommerce,sales,PASS,,0,db1482c8-ec9a-4012-a31e-9eb400c0f682,"",5,2026-08-04T17:46:47.3674693+02:00
audit,sales,PASS,,2,4cf64280-2470-445b-b74e-9d3307432416,"",5,2026-08-04T17:44:53.1685189+02:00
white-label-setup,sales,PASS,,2,7dee056e-bda4-4204-a57a-6a750052757a,"",5,2026-08-04T17:47:04.2682747+02:00
vertical-package,sales,PASS,,2,1d6eee54-df65-4eab-89db-8ab13a74c72c,"",5,2026-08-04T17:47:38.2801612+02:00
custom-software,sales,PASS,,2,43b3de2f-1b6c-444a-b312-2db6cbfaa8ff,"",5,2026-08-04T17:48:29.2440140+02:00
ai-support-retainer,sales,PASS,,3,4c2a4d74-1a9d-434d-843b-35f6d15e41fe,"",5,2026-08-04T17:48:12.1117503+02:00
setup-full,sales,PASS,,4,4db86973-6eb1-4345-a27e-5c20a475642e,"",5,2026-08-04T17:44:19.5786429+02:00
