deliverableId,industryCategory,status,score,artifacts,paymentId,error,elapsedSec,checkedAt
vertical-package,localization,PASS,,2,957ced75-619d-4880-80b9-fde49ffe5f83,"",5,2026-08-04T17:29:41.6439649+02:00
workflow-design,localization,PASS,,2,0b8519aa-d0b0-47e5-96d5-8255aedec458,"",5,2026-08-04T17:27:25.8685980+02:00
setup-full,localization,PASS,,4,daf96aab-73c3-491b-b249-566c854731e7,"",5,2026-08-04T17:00:39.9120612+02:00
website-ecommerce,healthcare,PASS,,0,0341add6-50a5-4979-bb31-988e490eacd9,"",5,2026-08-04T17:51:36.4782407+02:00
support-dedicated,localization,PASS,,2,fd9e9daf-3b59-4c16-821d-1ccba1f2569e,"",5,2026-08-04T17:28:00.1723989+02:00
ai-support-retainer,healthcare,PASS,,3,adef26a0-a4db-4956-893f-100f959658ef,"",5,2026-08-04T17:59:29.3812894+02:00
custom-software,healthcare,PASS,,2,d963a6c4-ccba-4053-9238-7389131e2d5a,"",5,2026-08-04T18:00:59.1968914+02:00
landing,localization,PASS,,0,733ef244-049e-44c7-a24c-5b3d09ec6fa7,"",5,2026-08-04T17:28:16.8193506+02:00
integration,localization,PASS,,3,fda2220d-1812-4739-8405-c476d86d3e8d,"",366,2026-08-04T17:09:55.8347399+02:00
setup-custom,healthcare,PASS,,3,a76aa53b-3139-45c3-9fa9-702c1cc47918,"",6,2026-08-04T17:36:47.5481346+02:00
support-priority,healthcare,PASS,,2,75035acc-6d73-430e-a8fe-e7db8936f880,"",5,2026-08-04T17:45:36.6306584+02:00
white-label-setup,localization,PASS,,2,bd5eb982-d916-44e1-a1f8-292a23f1b042,"",5,2026-08-04T17:29:08.0638167+02:00
audit,localization,PASS,,2,e78714af-c974-44e3-9e57-d1b671fd7d12,"",5,2026-08-04T17:02:24.4197329+02:00
workflow-design,healthcare,PASS,,2,9e413547-a644-4ccc-93d7-2624b8d7f5a6,"",5,2026-08-04T17:44:06.9794738+02:00
landing,healthcare,PASS,,0,34c46081-cd3e-4a1f-bb7f-b11d6e99807d,"",5,2026-08-04T17:48:36.5240305+02:00
audit,healthcare,PASS,,2,f0ccbda1-2c69-439b-a9c0-245efe5e422b,"",5,2026-08-04T17:38:17.4994185+02:00
setup-quick,localization,PASS,,2,91bab157-65eb-4690-8264-7b57e51c3883,"",5,2026-08-04T16:39:50.2022369+02:00
setup-full,healthcare,PASS,,4,85b8a830-faae-476c-92a8-3d1e8f132d39,"",5,2026-08-04T17:35:16.9107314+02:00
setup-custom,localization,PASS,,3,27f1b854-a62d-4da6-8032-31f355b9c998,"",5,2026-08-04T17:02:09.9694749+02:00
website-business,healthcare,PASS,,0,f4f9f64b-1bcf-4fb1-abef-dc0eb3c5d129,"",5,2026-08-04T17:50:06.7449286+02:00
website-ecommerce,localization,PASS,,0,95c1ae11-505b-432e-93c4-543224701b1e,"",5,2026-08-04T17:28:51.3873878+02:00
ai-support-retainer,localization,PASS,,3,758ca344-c9c3-451e-a360-2540a06b4c2c,"",5,2026-08-04T17:30:14.9565756+02:00
sales-enablement,localization,PASS,,2,30a0b1db-020b-4f4b-8e4e-fa8896b01e6a,"",5,2026-08-04T17:29:24.8378147+02:00
website-business,localization,PASS,,0,8eb47614-af6e-414c-bc2c-2b65f4085a98,"",5,2026-08-04T17:28:34.2770323+02:00
