"deliverableId","industryCategory","status","score","artifacts","paymentId","error","elapsedSec","checkedAt"
"setup-full","education","PASS","","4","e5acc3d6-e357-43a9-b395-b01a7afa830a","","5","2026-08-04T17:52:58.7318035+02:00"
"setup-custom","video_animation","PASS","","3","d71e1270-1143-4759-82e5-c2fe48dec34c","","5","2026-08-04T17:49:20.0018369+02:00"
"ai-support-retainer","video_animation","PASS","","3","84e76fe7-52e0-40e3-a52a-57ba67b3449d","","5","2026-08-04T17:53:44.0690192+02:00"
"setup-full","video_animation","PASS","","4","00451534-b3f1-42e1-9863-30dfa6741645","","5","2026-08-04T17:49:03.3394942+02:00"
"ai-support-retainer","finance_accounting","PASS","","3","28d3784a-170c-4198-9af3-39af406de8fe","","5","2026-08-04T17:18:24.9411513+02:00"
"audit","education","PASS","","2","5f1cd22b-2fa1-4018-adf3-e55e84b91c30","","5","2026-08-04T17:55:27.9319140+02:00"
"landing","video_animation","PASS","","0","d2122757-0dcf-47be-be33-db35ac45e7a9","","5","2026-08-04T17:51:00.4090984+02:00"
"vertical-package","finance_accounting","PASS","","2","1e53de88-b6c0-46e7-99fe-b08056fb6d22","","6","2026-08-04T17:17:51.4123514+02:00"
"support-priority","video_animation","PASS","","2","b050f3e0-28b9-432c-a585-81df4f60ef09","","5","2026-08-04T17:50:26.8232983+02:00"
"website-business","video_animation","PASS","","0","dd16efd2-a0e4-4270-86a8-d4b2f9f150f6","","5","2026-08-04T17:51:17.0518772+02:00"
"lead-gen-retainer","finance_accounting","PASS","","3","e070998b-e3cb-416b-850a-f7eb4c15db91","","5","2026-08-04T17:18:08.1942231+02:00"
"custom-software","video_animation","PASS","","2","1aad6f56-14ad-45c4-be2d-9fcde461ac54","","5","2026-08-04T17:54:00.9066481+02:00"
"support-dedicated","video_animation","PASS","","2","c6b3c3a2-40fb-4387-b232-f1c0f4bd6429","","5","2026-08-04T17:50:43.5789822+02:00"
"setup-quick","finance_accounting","PASS","","2","ffa79c5b-af17-4cae-8284-f9c59591951e","","5","2026-08-04T17:14:44.4536958+02:00"
"setup-full","finance_accounting","PASS","","4","b567b933-f7cd-45b7-90f0-8ef553110325","","5","2026-08-04T16:59:52.3256032+02:00"
"vertical-package","video_animation","PASS","","2","a6aafe7e-18d0-4d5e-ad67-f41faeddbe7a","","50","2026-08-04T17:53:09.9207842+02:00"
"audit","finance_accounting","PASS","","2","47591278-f76c-4f9a-987d-549e8580c1fe","","5","2026-08-04T17:02:22.4753366+02:00"
"website-business","finance_accounting","PASS","","0","85d46f3f-cf26-4ff0-b550-bd3db88efab0","","5","2026-08-04T17:16:32.6281990+02:00"
"support-priority","finance_accounting","PASS","","2","a9fa058b-6918-4c57-9664-55754968213b","","11","2026-08-04T17:15:42.1809053+02:00"
"website-ecommerce","finance_accounting","PASS","","0","3131c4ec-9b29-4071-9db1-58887b275346","","13","2026-08-04T17:16:58.3369514+02:00"
"setup-custom","education","PASS","","3","47c1683b-e51c-4144-ac39-5cecddae025c","","5","2026-08-04T17:54:13.2963764+02:00"
"setup-quick","education","PASS","","2","c8a34f0c-26fe-4904-bc5a-2f36991d579a","","5","2026-08-04T17:51:43.7178610+02:00"
