deliverableId,industryCategory,status,score,artifacts,paymentId,error,elapsedSec,checkedAt
audit,writing_translation,PASS,,2,d73e4d17-2f3c-4958-b1da-a21de9f0b462,"",5,2026-08-04T17:59:52.9365893+02:00
ai-support-retainer,legal_services,PASS,,3,e6034f24-e563-4cd0-803d-19b63fb3699a,"",5,2026-08-04T17:26:51.0976994+02:00
vertical-package,legal_services,PASS,,2,380a7e17-f73a-44ff-a6f8-7cc9f02e8d79,"",5,2026-08-04T17:26:16.8380139+02:00
setup-full,writing_translation,PASS,,4,4b8f3979-e2df-4075-a3cf-8a49dfeef169,"",5,2026-08-04T17:59:19.5836235+02:00
lead-gen-retainer,legal_services,PASS,,3,1e510d61-cf9a-4fa9-9b99-ea3590b8e00d,"",5,2026-08-04T17:26:34.2860720+02:00
workflow-design,writing_translation,PASS,,2,f4fbe070-e16f-4d16-b333-f1ee4bda3b4f,"",5,2026-08-04T18:00:27.4489078+02:00
workflow-design,legal_services,PASS,,2,4352d20b-4903-46f0-bbe5-e6fd1fd9d14d,"",5,2026-08-04T17:24:01.8938538+02:00
sales-enablement,legal_services,PASS,,2,0cb764de-51b4-4877-913b-a8a3a18a43ab,"",5,2026-08-04T17:26:00.1627908+02:00
setup-custom,writing_translation,PASS,,3,70506ad7-1f35-412c-8e62-7a6b99658e51,"",5,2026-08-04T17:59:36.2070799+02:00
setup-quick,writing_translation,PASS,,2,4c3c4070-34f5-4fe6-b18b-7de87e354afb,"",5,2026-08-04T17:59:02.2583228+02:00
integration,writing_translation,PASS,,3,658018c3-6598-4ade-98e0-f7cbb388f6ca,"",5,2026-08-04T18:00:09.5915705+02:00
support-dedicated,legal_services,PASS,,2,7db47041-a858-4b9e-bf94-a0ab4156f13e,"",5,2026-08-04T17:24:35.7614816+02:00
integration,legal_services,PASS,,3,45d10dcc-3f97-4113-b1f0-a261beada941,"",5,2026-08-04T17:23:45.2149038+02:00
website-business,legal_services,PASS,,0,e673741f-6f0f-4323-8acc-fdec02aae0a0,"",5,2026-08-04T17:25:09.7187270+02:00
white-label-setup,legal_services,PASS,,2,3411b780-2797-408e-a0c6-a3254c83d8ad,"",5,2026-08-04T17:25:43.1726512+02:00
landing,legal_services,PASS,,0,73f2ee4b-3db3-49c5-ae27-dacad7cd5718,"",5,2026-08-04T17:24:52.5370410+02:00
custom-software,legal_services,PASS,,2,05c4d531-8d4b-4a89-aeaa-b3339ad4abf4,"",6,2026-08-04T17:27:08.6543639+02:00
support-dedicated,writing_translation,PASS,,2,fddcddc1-9f3b-4955-96cb-685f7d684ed7,"",5,2026-08-04T18:01:01.0812825+02:00
website-business,writing_translation,PASS,,0,336ffe62-4cda-4985-929b-8b5fc66470aa,"",5,2026-08-04T18:01:35.1749878+02:00
landing,writing_translation,PASS,,0,a511d232-f51d-4cb0-aef1-c060bc321556,"",5,2026-08-04T18:01:18.4907479+02:00
support-priority,legal_services,PASS,,2,50edb4b9-baa0-45c1-94c4-f5b96a27ada1,"",5,2026-08-04T17:24:19.0868344+02:00
setup-custom,legal_services,PASS,,3,17b46152-38b6-42b0-a920-596689437002,"",39,2026-08-04T17:23:11.9363472+02:00
audit,legal_services,PASS,,2,980db163-500c-499a-aa18-008c5bb43da6,"",5,2026-08-04T17:23:28.5726640+02:00
website-ecommerce,legal_services,PASS,,0,a0f45341-d9c6-4eb2-82ba-fbac8042ec08,"",5,2026-08-04T17:25:26.3545887+02:00
support-priority,writing_translation,PASS,,2,982cbe57-d5c3-49fb-a3da-7eea11138fc0,"",5,2026-08-04T18:00:44.1191478+02:00
setup-full,legal_services,PASS,,4,fb342731-3959-4f13-8766-c46060bff927,"",32,2026-08-04T16:48:06.8931987+02:00
setup-quick,legal_services,PASS,,2,4d887a84-8bc0-4280-862b-28651b890f62,"",100,2026-08-04T16:47:26.8549381+02:00
website-ecommerce,writing_translation,PASS,,0,9355422d-0434-4827-bb62-bcf4768ea1df,"",248,2026-08-04T18:13:06.3202884+02:00
white-label-setup,writing_translation,PASS,,2,4424bffa-76f3-4fcf-8fad-d96253ccaf82,"",5,2026-08-04T18:14:50.8932254+02:00
