deliverableId,industryCategory,status,score,artifacts,paymentId,error,elapsedSec,checkedAt
setup-full,hospitality,PASS,,4,2e9acdc2-fc8b-409d-afdf-a77aeb284c2b,"",5,2026-08-04T17:47:44.4404052+02:00
workflow-design,hospitality,PASS,,2,e3af98fa-25fe-43e2-bd36-0ca6aba56915,"",5,2026-08-04T17:55:04.6605739+02:00
setup-quick,real_estate_services,PASS,,2,f7c295fb-d7a3-44c7-aebd-674c9506edc3,"",291,2026-08-04T16:47:52.3193159+02:00
landing,hospitality,PASS,,0,e9884133-c3d5-46e9-8c61-3cf7fdc5bc3d,"",5,2026-08-04T18:00:20.0363686+02:00
white-label-setup,real_estate_services,PASS,,2,68c28b0e-593c-4585-847c-5aa4eb2ee677,"",5,2026-08-04T17:42:21.6465423+02:00
audit,real_estate_services,PASS,,2,4de108bf-ffbd-44b1-a7da-1576655bf692,"",6,2026-08-04T17:40:07.3947462+02:00
support-dedicated,real_estate_services,PASS,,2,f665d0e7-c1c8-401f-8fee-f43df44e2e66,"",5,2026-08-04T17:41:14.3203882+02:00
website-ecommerce,real_estate_services,PASS,,0,777fd2d6-545e-49bf-b87f-244cf0ec6e76,"",5,2026-08-04T17:42:05.0306547+02:00
lead-gen-retainer,real_estate_services,PASS,,3,006d60a6-1cf4-4982-ad0b-3b0f0c6668e0,"",5,2026-08-04T17:43:11.7527086+02:00
landing,real_estate_services,PASS,,0,d7ea8208-d5a6-47bc-a87a-20b84579e2f0,"",5,2026-08-04T17:41:31.5521714+02:00
setup-quick,hospitality,PASS,,2,0c531aaa-c47f-4f1d-a12f-2eb5649632d9,"",5,2026-08-04T17:45:59.2073316+02:00
vertical-package,real_estate_services,PASS,,2,3c73582a-1d50-433c-a45a-8ba443d2e7cd,"",5,2026-08-04T17:42:54.9911737+02:00
ai-support-retainer,real_estate_services,PASS,,3,4e047f02-b22d-4741-85a6-588b909a44b7,"",5,2026-08-04T17:43:28.6606731+02:00
setup-custom,real_estate_services,PASS,,3,6b8164ae-4da0-473b-a02a-beff941ba008,"",5,2026-08-04T17:39:49.1124889+02:00
support-priority,real_estate_services,PASS,,2,924a38e1-a1b7-4ae1-a283-147c5d06ee89,"",5,2026-08-04T17:40:57.6396844+02:00
